,Common Name,Scientific Name,Date Sited,Location Name,Num Sighted,Latitude,Longitude,year
755,Greater/Lesser Yellowlegs,Tringa melanoleuca/flavipes,2019-09-26 08:08,Don Edwards NWR--Env. Ed. Ctr. (EEC) and nearby upland areas,3,37.438916,-121.959456,2019
756,Pacific Loon,Gavia pacifica,2019-09-26 08:02,Pt. Reyes--Fish Docks,2,37.9956216,-122.9782104,2019
757,Lilac-crowned Parrot,Amazona finschi,2019-09-26 07:58,Brookside Park,6,34.1533751,-118.1654155,2019
758,Graylag Goose (Domestic type),Anser anser (Domestic type),2019-09-26 07:45,Frank G. Bonelli Regional Park,3,34.0824302,-117.7989746,2019
759,Brant,Branta bernicla,2019-09-26 07:45,MLK Jr. Regional Shoreline,1,37.7318068,-122.2070861,2019
760,Lesser Scaup,Aythya affinis,2019-09-26 07:45,MLK Jr. Regional Shoreline,1,37.7318068,-122.2070861,2019
761,Amazona sp.,Amazona sp.,2019-09-26 07:41,Altadena Dr/Villa st,5,34.1543332,-118.0988156,2019
762,Abert's Towhee,Melozone aberti,2019-09-26 07:40,Dos Palmas Preserve,5,33.4997061,-115.83078,2019
763,woodpecker sp.,Picidae sp.,2019-09-26 07:30,Joshua Tree NP--Cottonwood Spring,1,33.7365145,-115.809819,2019
764,Gray Flycatcher,Empidonax wrightii,2019-09-26 07:30,Joshua Tree NP--Cottonwood Spring,1,33.7365145,-115.809819,2019
765,Yellow-throated Vireo,Vireo flavifrons,2019-09-26 07:24,Carmel River mouth--riverbed riparian (and/or restricted access Odello),1,36.5388333,-121.9166732,2019
766,Canada Warbler,Cardellina canadensis,2019-09-26 07:24,Disneyland,1,33.812107,-117.9197016,2019
767,Ferruginous Hawk,Buteo regalis,2019-09-26 07:15,San Miguelito Road at Sudden Road,1,34.5748893,-120.516743,2019
768,Pinyon Jay,Gymnorhinus cyanocephalus,2019-09-26 07:13,Hot Creek Ranch (restricted access),14,37.643255,-118.844212,2019
769,Pigeon Guillemot,Cepphus columba,2019-09-26 07:00,Southeast Farallon Island (restricted access),14,37.69852,-123.002789,2019
770,Cassin's Auklet,Ptychoramphus aleuticus,2019-09-26 07:00,Southeast Farallon Island (restricted access),20,37.69852,-123.002789,2019
771,Tufted Puffin,Fratercula cirrhata,2019-09-26 07:00,Southeast Farallon Island (restricted access),1,37.69852,-123.002789,2019
772,Ashy Storm-Petrel,Oceanodroma homochroa,2019-09-26 07:00,Southeast Farallon Island (restricted access),16,37.69852,-123.002789,2019
773,Buller's Shearwater,Ardenna bulleri,2019-09-26 07:00,Southeast Farallon Island (restricted access),5,37.69852,-123.002789,2019
774,Brown Booby,Sula leucogaster,2019-09-26 07:00,Southeast Farallon Island (restricted access),1,37.69852,-123.002789,2019
775,Red-naped Sapsucker,Sphyrapicus nuchalis,2019-09-26 06:50,Galileo Hill--Silver Saddle Ranch and Club,2,35.219,-117.758,2019
776,Dusky Flycatcher,Empidonax oberholseri,2019-09-26 06:50,Galileo Hill--Silver Saddle Ranch and Club,1,35.219,-117.758,2019
777,House Finch,Haemorhous mexicanus,2018-09-26 23:53,US-CA-Redwood Valley-7500 Uva Dr - 39.2471x-123.2150,2,39.247133,-123.215006,2018
778,Wild Turkey,Meleagris gallopavo,2018-09-26 23:11,UC Berkeley--campus,4,37.875768,-122.252512,2018
779,Rock Pigeon,Columba livia,2018-09-26 23:11,UC Berkeley--campus,3,37.875768,-122.252512,2018
780,Mourning Dove,Zenaida macroura,2018-09-26 23:11,UC Berkeley--campus,1,37.875768,-122.252512,2018
781,Common Raven,Corvus corax,2018-09-26 23:11,UC Berkeley--campus,1,37.875768,-122.252512,2018
782,California Towhee,Melozone crissalis,2018-09-26 23:11,UC Berkeley--campus,1,37.875768,-122.252512,2018
783,Great Horned Owl,Bubo virginianus,2018-09-26 22:10,Covina Hills,2,34.0777674,-117.8616285,2018
784,Western Screech-Owl,Megascops kennicottii,2018-09-26 21:48,Lake Sherwood,2,34.1387474,-118.8747311,2018
