,Common Name,Scientific Name,Date Sighted,Location Name,Num Sighted,Latitude,Longitude,Year,State
916,Sandwich Tern,Thalasseus sandvicensis,2016-09-26 11:20,VA-ISS-15,1,36.6127719,-75.8853149,2016,US-VA
917,warbler sp. (Parulidae sp.),Parulidae sp.,2016-09-26 11:10,"Blue Ridge Parkway, Pine Spur Maintenance Area",6,37.0481753,-80.1082706,2016,US-VA
918,Brown Creeper,Certhia americana,2016-09-26 11:05,**BACK BAY NWR,1,36.672127,-75.915661,2016,US-VA
919,Yellow Warbler,Setophaga petechia,2016-09-26 11:05,**BACK BAY NWR,1,36.672127,-75.915661,2016,US-VA
920,Killdeer,Charadrius vociferus,2016-09-26 10:50,Dutch Gap Conservation Area/Henricus Historical Park,4,37.3745951,-77.3628956,2016,US-VA
921,Ruddy Turnstone,Arenaria interpres,2016-09-26 10:47,CBBT--South Thimble Island (#1),3,36.9645004,-76.1134033,2016,US-VA
922,Blackpoll Warbler,Setophaga striata,2016-09-26 10:45,"Culpeper County, VA - Curling Creek Farm, Rixeyville, VA",1,38.5756822,-78.1044245,2016,US-VA
923,Yellow-throated Warbler,Setophaga dominica,2016-09-26 10:45,"Culpeper County, VA - Curling Creek Farm, Rixeyville, VA",1,38.5756822,-78.1044245,2016,US-VA
924,tern sp.,Sterninae sp.,2016-09-26 10:30,**BACK BAY NWR,50,36.672127,-75.915661,2016,US-VA
925,hawk sp.,Accipitridae sp. (hawk sp.),2016-09-26 10:30,11 Herndon Ct,1,38.3601152,-77.4876988,2016,US-VA
926,Marsh Wren,Cistothorus palustris,2016-09-26 10:30,**BACK BAY NWR,1,36.672127,-75.915661,2016,US-VA
927,Veery,Catharus fuscescens,2016-09-26 09:45,James River Park--42nd St,1,37.5240933,-77.4749851,2016,US-VA
928,Great Crested Flycatcher,Myiarchus crinitus,2016-09-26 09:40,Covenant Church,1,38.0655127,-78.4629151,2016,US-VA
929,Mallard (Domestic type),Anas platyrhynchos (Domestic type),2016-09-26 09:30,Leesylvania State Park,4,38.5898087,-77.2517449,2016,US-VA
930,Sharp-shinned/Cooper's Hawk,Accipiter striatus/cooperii,2016-09-26 09:30,Eastern Shore of Virginia NWR--Visitors' Center,2,37.1364748,-75.9646707,2016,US-VA
931,Field Sparrow,Spizella pusilla,2016-09-26 09:00,"home near Rugby, va",1,36.6090055,-81.4333963,2016,US-VA
932,Hooded Warbler,Setophaga citrina,2016-09-26 09:00,Rural Plains,1,37.6584116,-77.3487722,2016,US-VA
933,American Woodcock,Scolopax minor,2016-09-26 08:50,Broadlands Wetlands Nature Preserve,1,39.0103587,-77.5008673,2016,US-VA
934,Swamp Sparrow,Melospiza georgiana,2016-09-26 08:50,Broadlands Wetlands Nature Preserve,2,39.0103587,-77.5008673,2016,US-VA
935,Eastern Kingbird,Tyrannus tyrannus,2016-09-26 08:30,Compton Mountain,1,37.288612,-81.902504,2016,US-VA
936,Purple Finch,Haemorhous purpureus,2016-09-26 08:30,Compton Mountain,1,37.288612,-81.902504,2016,US-VA
937,Worm-eating Warbler,Helmitheros vermivorum,2016-09-26 08:30,Compton Mountain,1,37.288612,-81.902504,2016,US-VA
938,wren sp.,Troglodytidae sp.,2016-09-26 08:25,"King Carter & Vicksburg, Manassas, 20110",1,38.7725045,-77.4640846,2016,US-VA
939,Blue-gray Gnatcatcher,Polioptila caerulea,2016-09-26 08:21,cliffs on Roanoke pond upper,1,36.5854157,-78.1531334,2016,US-VA
940,Clapper Rail,Rallus crepitans,2016-09-26 08:15,Grandview Nature Preserve,1,37.0869534,-76.2774324,2016,US-VA
941,Semipalmated Plover,Charadrius semipalmatus,2016-09-26 08:15,Grandview Nature Preserve,12,37.0869534,-76.2774324,2016,US-VA
942,Dunlin,Calidris alpina,2016-09-26 08:15,Grandview Nature Preserve,2,37.0869534,-76.2774324,2016,US-VA
943,Least Sandpiper,Calidris minutilla,2016-09-26 08:15,Grandview Nature Preserve,2,37.0869534,-76.2774324,2016,US-VA
944,Semipalmated Sandpiper,Calidris pusilla,2016-09-26 08:15,Grandview Nature Preserve,3,37.0869534,-76.2774324,2016,US-VA
945,Snowy Egret,Egretta thula,2016-09-26 08:15,Grandview Nature Preserve,2,37.0869534,-76.2774324,2016,US-VA
946,Seaside Sparrow,Ammospiza maritima,2016-09-26 08:15,Grandview Nature Preserve,3,37.0869534,-76.2774324,2016,US-VA
947,Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow),Ammospiza nelsoni/caudacuta,2016-09-26 08:15,Grandview Nature Preserve,2,37.0869534,-76.2774324,2016,US-VA
948,Savannah Sparrow,Passerculus sandwichensis,2016-09-26 08:15,Grandview Nature Preserve,2,37.0869534,-76.2774324,2016,US-VA
949,Ruddy Duck,Oxyura jamaicensis,2016-09-26 08:10,Discovery Boulevard Pond,1,38.74181,-77.524124,2016,US-VA
950,Pectoral Sandpiper,Calidris melanotos,2016-09-26 08:10,Discovery Boulevard Pond,4,38.74181,-77.524124,2016,US-VA
951,Short-billed Dowitcher,Limnodromus griseus,2016-09-26 08:10,Discovery Boulevard Pond,1,38.74181,-77.524124,2016,US-VA
952,Greater Yellowlegs,Tringa melanoleuca,2016-09-26 08:10,Discovery Boulevard Pond,3,38.74181,-77.524124,2016,US-VA
953,Lesser Yellowlegs,Tringa flavipes,2016-09-26 08:10,Discovery Boulevard Pond,2,38.74181,-77.524124,2016,US-VA
954,Barn Owl,Tyto alba,2016-09-26 08:10,Sky Meadows SP--Shearman's Mill Loop,1,38.9871677,-77.9431915,2016,US-VA
955,Connecticut Warbler,Oporornis agilis,2016-09-26 08:10,Sky Meadows SP--Shearman's Mill Loop,1,38.9871677,-77.9431915,2016,US-VA
956,Solitary Sandpiper,Tringa solitaria,2016-09-26 08:00,Ivy Creek Natural Area,3,38.0902,-78.4924,2016,US-VA
957,Acadian Flycatcher,Empidonax virescens,2016-09-26 08:00,Silverleaf Terrace (yard),1,37.4904474,-77.584312,2016,US-VA
958,Least Flycatcher,Empidonax minimus,2016-09-26 08:00,Ivy Creek Natural Area,1,38.0902,-78.4924,2016,US-VA
959,Little Blue Heron,Egretta caerulea,2016-09-26 07:44,Tangier Island,3,37.8265652,-75.9920776,2016,US-VA
960,Tricolored Heron,Egretta tricolor,2016-09-26 07:44,Tangier Island,3,37.8265652,-75.9920776,2016,US-VA
961,duck sp.,Anatinae sp.,2016-09-26 07:30,Paradise Creek Nature Park,8,36.7987255,-76.3080028,2016,US-VA
962,Bay-breasted Warbler,Setophaga castanea,2016-09-26 07:30,Mint Springs Valley Park,1,38.0826895,-78.7308598,2016,US-VA
963,hummingbird sp.,Trochilidae sp.,2016-09-26 07:07,Wilck's Lake,1,37.3034,-78.4097,2016,US-VA
964,Empidonax sp.,Empidonax sp.,2016-09-26 07:07,Wilck's Lake,1,37.3034,-78.4097,2016,US-VA
965,tanager sp. (Piranga sp.),Piranga sp.,2016-09-26 07:07,Wilck's Lake,1,37.3034,-78.4097,2016,US-VA
966,Cattle Egret,Bubulcus ibis,2016-09-26 07:01,"Ake Home, Norfolk",1,36.9026512,-76.2848997,2016,US-VA
967,Green-winged Teal,Anas crecca,2016-09-26 07:00,**HUNTLEY MEADOWS PARK,4,38.7576451,-77.0984124,2016,US-VA
968,Stilt Sandpiper,Calidris himantopus,2016-09-26 07:00,**HUNTLEY MEADOWS PARK,3,38.7576451,-77.0984124,2016,US-VA
969,Olive-sided Flycatcher,Contopus cooperi,2016-09-26 07:00,Occoquan Bay NWR,1,38.6455061,-77.2361183,2016,US-VA
970,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2016-09-26 07:00,**HUNTLEY MEADOWS PARK,12,38.7576451,-77.0984124,2016,US-VA
971,Yellow-crowned Night-Heron,Nyctanassa violacea,2016-09-26 06:47,Hoffler Creek Wildlife Preserve,2,36.8931503,-76.3999557,2016,US-VA
972,Blue Grosbeak,Passerina caerulea,2016-09-26 06:36,Warhill Sports Complex,7,37.3258232,-76.7643285,2016,US-VA
973,sparrow sp.,Passerellidae sp. (sparrow sp.),2016-09-26 06:20,Darden,4,38.053265,-78.514331,2016,US-VA
974,Great Horned Owl,Bubo virginianus,2016-09-26 05:20,Adam D'Onofrio's Yard,2,37.1555795,-77.4707794,2016,US-VA
975,Killdeer,Charadrius vociferus,2015-09-26 19:00,Pole Green Park,1,37.6406,-77.3073,2015,US-VA
976,American Woodcock,Scolopax minor,2015-09-26 19:00,Pole Green Park,1,37.6406,-77.3073,2015,US-VA
977,Common Yellowthroat,Geothlypis trichas,2015-09-26 18:40,Shoch home,1,38.0212525,-78.4831524,2015,US-VA
978,Canada Goose,Branta canadensis,2015-09-26 18:00,Shenandoah Crossing Resort,4,38.0809748,-78.1431146,2015,US-VA
979,Pileated Woodpecker,Dryocopus pileatus,2015-09-26 18:00,Shenandoah Crossing Resort,1,38.0809748,-78.1431146,2015,US-VA
980,Blue Jay,Cyanocitta cristata,2015-09-26 18:00,Shenandoah Crossing Resort,1,38.0809748,-78.1431146,2015,US-VA
981,American Crow,Corvus brachyrhynchos,2015-09-26 18:00,Shenandoah Crossing Resort,1,38.0809748,-78.1431146,2015,US-VA
982,Mallard,Anas platyrhynchos,2015-09-26 17:30,Pandapas Pond Day Use Area,2,37.2817205,-80.4684591,2015,US-VA
983,Pied-billed Grebe,Podilymbus podiceps,2015-09-26 17:30,Pandapas Pond Day Use Area,1,37.2817205,-80.4684591,2015,US-VA
984,Mourning Dove,Zenaida macroura,2015-09-26 17:30,"Nottoway County, Virginia, US",3,37.129666,-78.0221558,2015,US-VA
985,Carolina Chickadee,Poecile carolinensis,2015-09-26 17:30,"Nottoway County, Virginia, US",2,37.129666,-78.0221558,2015,US-VA
986,Tufted Titmouse,Baeolophus bicolor,2015-09-26 17:30,"Nottoway County, Virginia, US",4,37.129666,-78.0221558,2015,US-VA
987,White-breasted Nuthatch,Sitta carolinensis,2015-09-26 17:30,"Nottoway County, Virginia, US",2,37.129666,-78.0221558,2015,US-VA
988,blackbird sp.,Icteridae sp.,2015-09-26 17:30,"Nottoway County, Virginia, US",2,37.129666,-78.0221558,2015,US-VA
989,Northern Cardinal,Cardinalis cardinalis,2015-09-26 17:30,"Nottoway County, Virginia, US",2,37.129666,-78.0221558,2015,US-VA
990,Northern Flicker,Colaptes auratus,2015-09-26 17:05,Stuarts Draft--Wastewater Treatment Plant,2,38.0205763,-79.0166759,2015,US-VA
991,Northern Mockingbird,Mimus polyglottos,2015-09-26 17:05,Stuarts Draft--Wastewater Treatment Plant,2,38.0205763,-79.0166759,2015,US-VA
992,House Sparrow,Passer domesticus,2015-09-26 17:05,Stuarts Draft--Wastewater Treatment Plant,50,38.0205763,-79.0166759,2015,US-VA
993,Indigo Bunting,Passerina cyanea,2015-09-26 17:05,Stuarts Draft--Wastewater Treatment Plant,2,38.0205763,-79.0166759,2015,US-VA
994,Least Sandpiper,Calidris minutilla,2015-09-26 17:00,Cameron Run,1,38.8026316,-77.0924564,2015,US-VA
995,Semipalmated Sandpiper,Calidris pusilla,2015-09-26 17:00,Cameron Run,3,38.8026316,-77.0924564,2015,US-VA
996,Greater Yellowlegs,Tringa melanoleuca,2015-09-26 17:00,Cameron Run,9,38.8026316,-77.0924564,2015,US-VA
997,Lesser Yellowlegs,Tringa flavipes,2015-09-26 17:00,Cameron Run,2,38.8026316,-77.0924564,2015,US-VA
998,Great Blue Heron,Ardea herodias,2015-09-26 17:00,Cameron Run,1,38.8026316,-77.0924564,2015,US-VA
999,Great Egret,Ardea alba,2015-09-26 17:00,Cameron Run,1,38.8026316,-77.0924564,2015,US-VA
1000,Snowy Egret,Egretta thula,2015-09-26 17:00,Cameron Run,1,38.8026316,-77.0924564,2015,US-VA
1001,Green Heron,Butorides virescens,2015-09-26 17:00,Cameron Run,1,38.8026316,-77.0924564,2015,US-VA
1002,Sharp-shinned Hawk,Accipiter striatus,2015-09-26 17:00,Cameron Run,1,38.8026316,-77.0924564,2015,US-VA
1003,Belted Kingfisher,Megaceryle alcyon,2015-09-26 17:00,Cameron Run,1,38.8026316,-77.0924564,2015,US-VA
1004,Ruby-throated Hummingbird,Archilochus colubris,2015-09-26 16:42,Farm,1,38.643712,-78.137921,2015,US-VA
1005,Eastern Bluebird,Sialia sialis,2015-09-26 16:30,Holliday Lake State Park (Appomattox Co.),1,37.3967258,-78.641988,2015,US-VA
1006,Magnolia Warbler,Setophaga magnolia,2015-09-26 16:30,Holliday Lake State Park (Appomattox Co.),1,37.3967258,-78.641988,2015,US-VA
1007,Black-throated Blue Warbler,Setophaga caerulescens,2015-09-26 16:30,Holliday Lake State Park (Appomattox Co.),1,37.3967258,-78.641988,2015,US-VA
1008,Pine Warbler,Setophaga pinus,2015-09-26 16:30,Holliday Lake State Park (Appomattox Co.),5,37.3967258,-78.641988,2015,US-VA
1009,Turkey Vulture,Cathartes aura,2015-09-26 16:07,Bel Crest{PRIVATE},1,37.5501157,-77.6739259,2015,US-VA
1010,Red-bellied Woodpecker,Melanerpes carolinus,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,2,39.0647481,-78.0644703,2015,US-VA
1011,Downy Woodpecker,Dryobates pubescens,2015-09-26 16:00,Glade Valley Stream,2,38.9261013,-77.3483688,2015,US-VA
1012,Hairy Woodpecker,Dryobates villosus,2015-09-26 16:00,Glade Valley Stream,1,38.9261013,-77.3483688,2015,US-VA
1013,Eastern Phoebe,Sayornis phoebe,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,3,39.0647481,-78.0644703,2015,US-VA
1014,Blue-headed Vireo,Vireo solitarius,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,1,39.0647481,-78.0644703,2015,US-VA
1015,Fish Crow,Corvus ossifragus,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,2,39.0647481,-78.0644703,2015,US-VA
1016,crow sp.,Corvus sp. (crow sp.),2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,20,39.0647481,-78.0644703,2015,US-VA
1017,Common Raven,Corvus corax,2015-09-26 16:00,Winchester,1,39.1857,-78.16332,2015,US-VA
1018,Carolina Wren,Thryothorus ludovicianus,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,1,39.0647481,-78.0644703,2015,US-VA
1019,Gray Catbird,Dumetella carolinensis,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,2,39.0647481,-78.0644703,2015,US-VA
1020,Brown Thrasher,Toxostoma rufum,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,2,39.0647481,-78.0644703,2015,US-VA
1021,American Robin,Turdus migratorius,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,6,39.0647481,-78.0644703,2015,US-VA
1022,American Goldfinch,Spinus tristis,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,10,39.0647481,-78.0644703,2015,US-VA
1023,Field Sparrow,Spizella pusilla,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,1,39.0647481,-78.0644703,2015,US-VA
1024,Eastern Towhee,Pipilo erythrophthalmus,2015-09-26 16:00,Glade Valley Stream,1,38.9261013,-77.3483688,2015,US-VA
1025,Red-winged Blackbird,Agelaius phoeniceus,2015-09-26 16:00,Blandy Experimental Farm/State Arboretum of Virginia,70,39.0647481,-78.0644703,2015,US-VA
1026,warbler sp. (Parulidae sp.),Parulidae sp.,2015-09-26 16:00,Glade Valley Stream,15,38.9261013,-77.3483688,2015,US-VA
1027,Song Sparrow,Melospiza melodia,2015-09-26 15:53,Target Shopping Center Pond,1,38.0540049,-78.9438593,2015,US-VA
1028,Black Vulture,Coragyps atratus,2015-09-26 15:51,Blandy Experimental Farm / State Arboretum of Virginia - MFR06,1,39.06475,-78.06447,2015,US-VA
1029,Red-shouldered Hawk,Buteo lineatus,2015-09-26 15:51,Blandy Experimental Farm / State Arboretum of Virginia - MFR06,1,39.06475,-78.06447,2015,US-VA
1030,Tree Swallow,Tachycineta bicolor,2015-09-26 15:51,Blandy Experimental Farm / State Arboretum of Virginia - MFR06,3,39.06475,-78.06447,2015,US-VA
1031,House Finch,Haemorhous mexicanus,2015-09-26 15:51,Blandy Experimental Farm / State Arboretum of Virginia - MFR06,2,39.06475,-78.06447,2015,US-VA
1032,Yellow Warbler,Setophaga petechia,2015-09-26 15:51,Blandy Experimental Farm / State Arboretum of Virginia - MFR06,1,39.06475,-78.06447,2015,US-VA
1033,Palm Warbler,Setophaga palmarum,2015-09-26 15:51,Blandy Experimental Farm / State Arboretum of Virginia - MFR06,1,39.06475,-78.06447,2015,US-VA
1034,Chimney Swift,Chaetura pelagica,2015-09-26 15:15,Wildwood Park,2,37.1346612,-80.566628,2015,US-VA
1035,Eastern Wood-Pewee,Contopus virens,2015-09-26 15:15,Wildwood Park,1,37.1346612,-80.566628,2015,US-VA
1036,Yellow-throated Vireo,Vireo flavifrons,2015-09-26 15:15,Wildwood Park,1,37.1346612,-80.566628,2015,US-VA
1037,House Wren,Troglodytes aedon,2015-09-26 15:15,Wildwood Park,1,37.1346612,-80.566628,2015,US-VA
1038,Cedar Waxwing,Bombycilla cedrorum,2015-09-26 15:15,Wildwood Park,15,37.1346612,-80.566628,2015,US-VA
1039,Hooded Warbler,Setophaga citrina,2015-09-26 15:15,Wildwood Park,1,37.1346612,-80.566628,2015,US-VA
1040,American Redstart,Setophaga ruticilla,2015-09-26 15:15,Wildwood Park,3,37.1346612,-80.566628,2015,US-VA
1041,Yellow-throated Warbler,Setophaga dominica,2015-09-26 15:15,Wildwood Park,1,37.1346612,-80.566628,2015,US-VA
1042,Scarlet Tanager,Piranga olivacea,2015-09-26 15:15,Wildwood Park,1,37.1346612,-80.566628,2015,US-VA
1043,Osprey,Pandion haliaetus,2015-09-26 15:10,Silver Lake,1,38.4231295,-78.9399259,2015,US-VA
1044,Clapper Rail,Rallus crepitans,2015-09-26 14:45,Pleasure House Point Natural Area,1,36.903226,-76.0994303,2015,US-VA
1045,American Oystercatcher,Haematopus palliatus,2015-09-26 14:45,Pleasure House Point Natural Area,2,36.903226,-76.0994303,2015,US-VA
1046,gull sp.,Larinae sp.,2015-09-26 14:45,Pleasure House Point Natural Area,20,36.903226,-76.0994303,2015,US-VA
1047,Double-crested Cormorant,Phalacrocorax auritus,2015-09-26 14:45,Pleasure House Point Natural Area,2,36.903226,-76.0994303,2015,US-VA
1048,Little Blue Heron,Egretta caerulea,2015-09-26 14:45,Pleasure House Point Natural Area,1,36.903226,-76.0994303,2015,US-VA
1049,Tricolored Heron,Egretta tricolor,2015-09-26 14:45,Pleasure House Point Natural Area,2,36.903226,-76.0994303,2015,US-VA
1050,Black-crowned Night-Heron,Nycticorax nycticorax,2015-09-26 14:45,Pleasure House Point Natural Area,1,36.903226,-76.0994303,2015,US-VA
1051,Yellow-crowned Night-Heron,Nyctanassa violacea,2015-09-26 14:45,Pleasure House Point Natural Area,5,36.903226,-76.0994303,2015,US-VA
1052,Boat-tailed Grackle,Quiscalus major,2015-09-26 14:45,Pleasure House Point Natural Area,1,36.903226,-76.0994303,2015,US-VA
1053,Wood Duck,Aix sponsa,2015-09-26 14:40,Nazarene Church Road Wetlands,5,38.4168631,-79.0693545,2015,US-VA
1054,Northern Shoveler,Spatula clypeata,2015-09-26 14:40,Nazarene Church Road Wetlands,1,38.4168631,-79.0693545,2015,US-VA
1055,Lesser Scaup,Aythya affinis,2015-09-26 14:40,Nazarene Church Road Wetlands,1,38.4168631,-79.0693545,2015,US-VA
1056,Wilson's Snipe,Gallinago delicata,2015-09-26 14:40,Nazarene Church Road Wetlands,2,38.4168631,-79.0693545,2015,US-VA
1057,Philadelphia Vireo,Vireo philadelphicus,2015-09-26 14:30,103 Exeter Court,1,37.2454985,-76.7465844,2015,US-VA
1058,Rock Pigeon,Columba livia,2015-09-26 14:20,Lumber Mill Road,1,38.4416348,-78.9987801,2015,US-VA
1059,American Golden-Plover,Pluvialis dominica,2015-09-26 14:20,Lumber Mill Road,17,38.4416348,-78.9987801,2015,US-VA
1060,American Kestrel,Falco sparverius,2015-09-26 14:20,Lumber Mill Road,1,38.4416348,-78.9987801,2015,US-VA
1061,European Starling,Sturnus vulgaris,2015-09-26 14:06,Dutch Gap Conservation Area/Henricus Historical Park,2,37.3745951,-77.3628956,2015,US-VA
1062,Northern Parula,Setophaga americana,2015-09-26 14:06,Dutch Gap Conservation Area/Henricus Historical Park,1,37.3745951,-77.3628956,2015,US-VA
1063,Bald Eagle,Haliaeetus leucocephalus,2015-09-26 13:45,Meadowood Recreation Area--Mustang Trailhead,1,38.6682503,-77.1879888,2015,US-VA
1064,Red-tailed Hawk,Buteo jamaicensis,2015-09-26 13:45,Meadowood Recreation Area--Mustang Trailhead,1,38.6682503,-77.1879888,2015,US-VA
1065,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2015-09-26 13:45,Meadowood Recreation Area--Mustang Trailhead,30,38.6682503,-77.1879888,2015,US-VA
1066,Gadwall,Mareca strepera,2015-09-26 13:30,Hunting Creek Bridge,6,38.7897231,-77.0514321,2015,US-VA
1067,American Black Duck,Anas rubripes,2015-09-26 13:30,Hunting Creek Bridge,1,38.7897231,-77.0514321,2015,US-VA
1068,Green-winged Teal,Anas crecca,2015-09-26 13:30,Hunting Creek Bridge,1,38.7897231,-77.0514321,2015,US-VA
1069,Ruddy Duck,Oxyura jamaicensis,2015-09-26 13:30,Hunting Creek Bridge,22,38.7897231,-77.0514321,2015,US-VA
1070,Spotted Sandpiper,Actitis macularius,2015-09-26 13:30,Hunting Creek Bridge,1,38.7897231,-77.0514321,2015,US-VA
1071,Laughing Gull,Leucophaeus atricilla,2015-09-26 13:30,Hunting Creek Bridge,200,38.7897231,-77.0514321,2015,US-VA
1072,Ring-billed Gull,Larus delawarensis,2015-09-26 13:30,Hunting Creek Bridge,600,38.7897231,-77.0514321,2015,US-VA
1073,Herring Gull,Larus argentatus,2015-09-26 13:30,Hunting Creek Bridge,1,38.7897231,-77.0514321,2015,US-VA
1074,Caspian Tern,Hydroprogne caspia,2015-09-26 13:30,Hunting Creek Bridge,22,38.7897231,-77.0514321,2015,US-VA
1075,Forster's Tern,Sterna forsteri,2015-09-26 13:30,Hunting Creek Bridge,3,38.7897231,-77.0514321,2015,US-VA
1076,Broad-winged Hawk,Buteo platypterus,2015-09-26 13:30,22491 Forest Manor Drive (Yard),3,38.9947298,-77.520268,2015,US-VA
1077,Yellow-bellied Sapsucker,Sphyrapicus varius,2015-09-26 13:30,Sky Meadows SP--Shearman's Mill Loop,1,38.9871677,-77.9431915,2015,US-VA
1078,Peregrine Falcon,Falco peregrinus,2015-09-26 13:30,22491 Forest Manor Drive (Yard),1,38.9947298,-77.520268,2015,US-VA
1079,Red-eyed Vireo,Vireo olivaceus,2015-09-26 13:30,Sky Meadows SP--Shearman's Mill Loop,1,38.9871677,-77.9431915,2015,US-VA
1080,Ruby-crowned Kinglet,Regulus calendula,2015-09-26 13:30,22491 Forest Manor Drive (Yard),1,38.9947298,-77.520268,2015,US-VA
1081,Swamp Sparrow,Melospiza georgiana,2015-09-26 13:30,Sky Meadows SP--Shearman's Mill Loop,1,38.9871677,-77.9431915,2015,US-VA
1082,Black-throated Green Warbler,Setophaga virens,2015-09-26 13:30,Sky Meadows SP--Shearman's Mill Loop,1,38.9871677,-77.9431915,2015,US-VA
1083,Rose-breasted Grosbeak,Pheucticus ludovicianus,2015-09-26 13:30,Sky Meadows SP--Shearman's Mill Loop,1,38.9871677,-77.9431915,2015,US-VA
1084,Common Loon,Gavia immer,2015-09-26 13:00,Rockfish Gap Hawk Watch,1,38.029583,-78.858444,2015,US-VA
1085,Cooper's Hawk,Accipiter cooperii,2015-09-26 13:00,Rockfish Gap Hawk Watch,1,38.029583,-78.858444,2015,US-VA
1086,swallow sp.,Hirundinidae sp.,2015-09-26 13:00,Meadowood Recreation Area,10,38.673047,-77.1986961,2015,US-VA
1087,Alder/Willow Flycatcher (Traill's Flycatcher),Empidonax alnorum/traillii,2015-09-26 12:55,Jamestown Island,1,37.2031985,-76.7564106,2015,US-VA
1088,Brown-headed Nuthatch,Sitta pusilla,2015-09-26 12:55,Jamestown Island,1,37.2031985,-76.7564106,2015,US-VA
1089,Black-and-white Warbler,Mniotilta varia,2015-09-26 12:55,Jamestown Island,2,37.2031985,-76.7564106,2015,US-VA
1090,Tennessee Warbler,Leiothlypis peregrina,2015-09-26 12:55,Jamestown Island,1,37.2031985,-76.7564106,2015,US-VA
1091,Common Grackle,Quiscalus quiscula,2015-09-26 12:45,Dyke Marsh Wildlife Preserve,60,38.7695,-77.0494,2015,US-VA
1092,Sora,Porzana carolina,2015-09-26 12:41,US-VA-Manassas-9399 Discovery Blvd - 38.7434x-77.5252,1,38.743443,-77.52524,2015,US-VA
1093,Pectoral Sandpiper,Calidris melanotos,2015-09-26 12:41,US-VA-Manassas-9399 Discovery Blvd - 38.7434x-77.5252,2,38.743443,-77.52524,2015,US-VA
1094,Empidonax sp.,Empidonax sp.,2015-09-26 12:30,"Culpeper County, VA - Curling Creek Farm, Rixeyville, VA",3,38.5756822,-78.1044245,2015,US-VA
1095,Anhinga,Anhinga anhinga,2015-09-26 12:15,Blackwater Road (Anhinga Spot),1,36.7037914,-76.1010337,2015,US-VA
1096,Wild Turkey,Meleagris gallopavo,2015-09-26 11:50,Baum Road (Virginia Beach Portion),8,36.5709499,-76.1100948,2015,US-VA
1097,Barn Swallow,Hirundo rustica,2015-09-26 11:37,Riverview Park,1,37.1087063,-80.5911058,2015,US-VA
1098,Northern Harrier,Circus hudsonius,2015-09-26 11:15,High Bridge Trail SP--Farmville access (Prince Edward Co. / to river only),1,37.3045701,-78.3907315,2015,US-VA
1099,hawk sp.,Accipitridae sp. (hawk sp.),2015-09-26 11:12,Bridlepath Drive,1,38.1245595,-78.4807723,2015,US-VA
1100,Eurasian Collared-Dove,Streptopelia decaocto,2015-09-26 11:02,Fairlawn,2,37.1552329,-80.5677438,2015,US-VA
1101,Chipping Sparrow,Spizella passerina,2015-09-26 11:00,Grand Caverns Regional Park,2,38.2603,-78.8356,2015,US-VA
1102,Blue-winged Teal,Spatula discors,2015-09-26 10:50,Hunting Creek Bridge,125,38.7897231,-77.0514321,2015,US-VA
1103,Northern Pintail,Anas acuta,2015-09-26 10:50,Hunting Creek Bridge,3,38.7897231,-77.0514321,2015,US-VA
1104,Eastern Meadowlark,Sturnella magna,2015-09-26 10:46,US-VA-Verona-350-466 Leaport Rd - 38.2487x-78.9971,3,38.248749,-78.997086,2015,US-VA
1105,White-eyed Vireo,Vireo griseus,2015-09-26 10:40,Ed Mitchell's Silver Bullet Cabin,1,38.5092494,-79.0190945,2015,US-VA
1106,Cape May Warbler,Setophaga tigrina,2015-09-26 10:30,Virginia Tech--Duck Pond,1,37.2251344,-80.4286551,2015,US-VA
1107,Prairie Warbler,Setophaga discolor,2015-09-26 10:30,Virginia Tech--Duck Pond,1,37.2251344,-80.4286551,2015,US-VA
1108,Red-headed Woodpecker,Melanerpes erythrocephalus,2015-09-26 10:00,Fort C.F. Smith Park,1,38.90091,-77.09189,2015,US-VA
1109,Bay-breasted Warbler,Setophaga castanea,2015-09-26 10:00,Switzer Lake Area,1,38.5719,-79.1451,2015,US-VA
1110,Blackburnian Warbler,Setophaga fusca,2015-09-26 10:00,Switzer Lake Area,1,38.5719,-79.1451,2015,US-VA
1111,Chestnut-sided Warbler,Setophaga pensylvanica,2015-09-26 10:00,Switzer Lake Area,2,38.5719,-79.1451,2015,US-VA
1112,Accipiter sp.,Accipiter sp.,2015-09-26 09:45,Northside Park,1,38.9119187,-77.2731543,2015,US-VA
1113,Blue Grosbeak,Passerina caerulea,2015-09-26 09:41,Kent Farm Road,5,37.1316504,-80.6912112,2015,US-VA
